"Transcript_id","MEROPS_id","NR_besthit","NR_taxonomy","Phylum","Class","func_group"
"H1_Rhizo_25_scaffold_767_2","MER0337755_S41A","WP_056442451.1 S41 family peptidase ","Massilia sp. Root335","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_25_scaffold_8098_2","MER0337274_S41A","WP_008834712.1 S41 family peptidase ","Mesorhizobium alhagi","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_25_scaffold_833_1","MER0963813_S01B","XP_020193763.1 protease Do-like 7 ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","S"
"H1_Rhizo_25_scaffold_8652_1","MER0059242_M23B","WP_084617935.1 peptidase M23 ","Cellvibrio sp. OA-2007","Proteobacteria","Gammaproteobacteria","M"
"H1_Rhizo_25_scaffold_8857_1","MER0469218_M14B","WP_075794197.1 peptidase M14 ","Massilia putida","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_25_scaffold_8970_1","MER0235882_S41A","PYQ63155.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Rhizo_25_scaffold_9267_2","MER1065137_S46","WP_075793564.1 S46 family peptidase ","Massilia putida","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_25_scaffold_9781_1","MER0023958_M48A","WP_056127226.1 M48 family peptidase ","Massilia sp. Root133","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_25_scaffold_986_1","MER0392318_M16B","XP_010227485.1 stromal processing peptidase, chloroplastic isoform X1 ","Brachypodium distachyon","Streptophyta","Magnoliopsida","M"
"H1_Rhizo_25_scaffold_995_4","MER0320377_S66","OGB23491.1 muramoyltetrapeptide carboxypeptidase ","Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_10015_1","MER0243638_S08A","WP_084557964.1 peptidase S8 ","Hamadaea tsunoensis","Actinobacteria","Actinobacteria","S"
"H1_Rhizo_26_FD_scaffold_10040_1","MER0220261_S53","PYJ19048.1 serine protease ","Verrucomicrobia bacterium","Verrucomicrobia","","S"
"H1_Rhizo_26_FD_scaffold_10092_1","MER0314853_S53","OLE27624.1 protease ","Actinobacteria bacterium 13_1_20CM_3_71_11","Actinobacteria","","S"
"H1_Rhizo_26_FD_scaffold_10380_1","MER0186091_M02","WP_091665730.1 peptidase M2 family protein ","Massilia sp. PDC64","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_10769_1","MER0125232_C01A","XP_003560204.2 cathepsin B-like protease 2 ","Brachypodium distachyon","Streptophyta","Magnoliopsida","C"
"H1_Rhizo_26_FD_scaffold_10862_1","MER0065488_S09C","ALI34418.1 Prolyl tripeptidyl peptidase precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H1_Rhizo_26_FD_scaffold_11072_1","MER0153091_M48C","WP_114768116.1 peptidase M48 ","Microvirga subterranea","Proteobacteria","Alphaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_11341_2","MER0246861_S26A","XP_003578214.1 thylakoidal processing peptidase 1, chloroplastic ","Brachypodium distachyon","Streptophyta","Magnoliopsida","S"
"H1_Rhizo_26_FD_scaffold_11359_2","MER1048944_S26A","PYR92961.1 signal peptidase I ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Rhizo_26_FD_scaffold_1180_1","MER0392318_M16B","XP_010227485.1 stromal processing peptidase, chloroplastic isoform X1 ","Brachypodium distachyon","Streptophyta","Magnoliopsida","M"
"H1_Rhizo_26_FD_scaffold_1239_1","MER0063839_M16C","XP_020170515.1 presequence protease 1, chloroplastic/mitochondrial-like ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","M"
"H1_Rhizo_26_FD_scaffold_12480_1","MER0330044_U62","RTM13049.1 metalloprotease TldD, partial ","Bradyrhizobiaceae bacterium","Proteobacteria","Alphaproteobacteria","U"
"H1_Rhizo_26_FD_scaffold_12480_2","MER0126565_S26A","WP_027515268.1 MULTISPECIES: signal peptidase I ","Bradyrhizobium","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_125_3","MER0333341_S26A","WP_090314278.1 signal peptidase I ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_125_6","MER0407973_S01C","SEN21401.1 serine protease Do ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_12552_1","MER0954279_S01A","WP_121769111.1 serine protease ","Corallococcus sp. AB047A","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_12667_2","MER0019297_S49A","WP_037014653.1 S49 family peptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_12959_1","MER0489411_S09C","RLC83306.1 S9 family peptidase, partial ","Chloroflexi bacterium","Chloroflexi","","S"
"H1_Rhizo_26_FD_scaffold_13012_1","MER0048837_S08A","WP_084677164.1 peptidase S8 ","Massilia niastensis","","","S"
"H1_Rhizo_26_FD_scaffold_1346_4","MER0247473_S33","WP_056134018.1 MULTISPECIES: prolyl aminopeptidase ","Massilia","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_13650_1","MER0240750_S54","PYS40454.1 rhomboid family intramembrane serine protease ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Rhizo_26_FD_scaffold_13829_2","MER0740853_C82A","WP_043240008.1 L,D-transpeptidase ","Bosea sp. LC85","Proteobacteria","Alphaproteobacteria","C"
"H1_Rhizo_26_FD_scaffold_14043_2","MER0248475_M10B","WP_090662032.1 peptidase ","Nitrosomonas marina","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_14484_2","MER0088776_M24A","SDE31340.1 methionyl aminopeptidase ","Blastococcus sp. DSM 44205","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_14679_1","MER0129658_S08A","WP_052387044.1 serine protease ","Dactylosporangium aurantiacum","","","S"
"H1_Rhizo_26_FD_scaffold_14926_2","MER0088776_M24A","PYR59130.1 type I methionyl aminopeptidase ","Acidobacteria bacterium","Acidobacteria","","M"
"H1_Rhizo_26_FD_scaffold_15130_2","MER0461881_C82A","WP_068026804.1 murein L,D-transpeptidase ","Rhodoplanes sp. Z2-YC6860","Proteobacteria","Alphaproteobacteria","C"
"H1_Rhizo_26_FD_scaffold_15422_1","MER0040037_S01A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_15605_1","MER0285391_M48C","WP_018612121.1 M48 family peptidase ","Segetibacter koreensis","Bacteroidetes","Chitinophagia","M"
"H1_Rhizo_26_FD_scaffold_15624_1","MER0086007_S08A","WP_084557964.1 peptidase S8 ","Hamadaea tsunoensis","Actinobacteria","Actinobacteria","S"
"H1_Rhizo_26_FD_scaffold_1570_1","MER0250779_M01","ALI37409.1 Aminopeptidase N ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","M"
"H1_Rhizo_26_FD_scaffold_1585_2","MER0300815_M41","SEO03262.1 membrane protease FtsH catalytic subunit ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_16348_1","MER0065537_M48C","PYS39933.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H1_Rhizo_26_FD_scaffold_17115_2","MER0446061_C39","WP_026471833.1 peptidase ","Alkanindiges illinoisensis","Proteobacteria","Gammaproteobacteria","C"
"H1_Rhizo_26_FD_scaffold_17324_1","MER0178978_M04","WP_026086622.1 peptidase M4 family protein ","Fischerella muscicola","Cyanobacteria","","M"
"H1_Rhizo_26_FD_scaffold_1746_1","MER0337755_S41A","WP_091665242.1 S41 family peptidase ","Massilia sp. PDC64","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_17707_1","MER0365930_S01A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_17933_1","MER0082815_M16B","OLB74791.1 peptidase M16 ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_18135_1","MER0065537_M48C","PYQ38070.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H1_Rhizo_26_FD_scaffold_18560_3","MER0023958_M48A","WP_076592027.1 M48 family peptidase ","Herminiimonas arsenitoxidans","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_19273_1","MER0065537_M48C","OLE10584.1 peptidase M48 ","Acidobacteria bacterium 13_1_20CM_4_56_7","Acidobacteria","","M"
"H1_Rhizo_26_FD_scaffold_1982_2","MER0982217_S11","WP_036238684.1 D-alanyl-D-alanine carboxypeptidase ","Massilia sp. JS1662","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_20096_2","MER0283204_S41A","PYR90363.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Rhizo_26_FD_scaffold_20147_1","MER0222593_M06","WP_028062529.1 M6 family metalloprotease domain-containing protein ","Solirubrobacter soli","Actinobacteria","Thermoleophilia","M"
"H1_Rhizo_26_FD_scaffold_2044_1","MER0311852_M13","WP_075794038.1 M13 family peptidase ","Massilia putida","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_20802_1","MER0979885_S08A","WP_037234251.1 serine protease ","Rothia aeria","Actinobacteria","Actinobacteria","S"
"H1_Rhizo_26_FD_scaffold_21460_1","MER0327741_S01C","KJB92197.1 serine protease ","Skermanella aerolata KACC 11604","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_21651_1","MER0406120_S01C","XP_002154609.2 PREDICTED: protease Do-like 10, mitochondrial isoform X1 ","Hydra vulgaris","Cnidaria","Hydrozoa","S"
"H1_Rhizo_26_FD_scaffold_2200_1","MER0187391_S41A","WP_090319778.1 tail-specific protease ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_22211_1","MER0017318_C82B","SFJ03452.1 L,D-transpeptidase catalytic domain ","Bosea sp. OK403","Proteobacteria","Alphaproteobacteria","C"
"H1_Rhizo_26_FD_scaffold_22233_1","MER0055944_S08A","WP_125666540.1 peptidase S8 ","Paenibacillus baekrokdamisoli","Firmicutes","Bacilli","S"
"H1_Rhizo_26_FD_scaffold_22451_1","MER0174586_S09C","WP_025413087.1 S9 family peptidase ","Gemmatirosa kalamazoonesis","Gemmatimonadetes","Gemmatimonadetes","S"
"H1_Rhizo_26_FD_scaffold_22901_1","MER0287970_T03","EMS68109.1 Gamma-glutamyltranspeptidase 1 ","Triticum urartu","Streptophyta","Magnoliopsida","T"
"H1_Rhizo_26_FD_scaffold_23942_2","MER1018846_S14","WP_090313920.1 peptidase S14 ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_24109_1","MER0062937_S08A","XP_004351999.1 cysteine protease ","Cavenderia fasciculata","Evosea","Eumycetozoa","S"
"H1_Rhizo_26_FD_scaffold_24511_1","MER0065537_M48C","PYS01727.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H1_Rhizo_26_FD_scaffold_24626_1","MER0075763_M17","OYT88527.1 leucyl aminopeptidase ","Burkholderiales bacterium PBB6","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_24687_1","MER0503253_M60","PKP25925.1 peptidase S8 ","Bacteroidetes bacterium HGW-Bacteroidetes-2","Bacteroidetes","","M"
"H1_Rhizo_26_FD_scaffold_2476_1","MER0222593_M06","OJF10656.1 protease ","Couchioplanes caeruleus subsp. caeruleus","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_25440_1","MER0229310_M43B","WP_056882689.1 zinc metalloprotease ","Phycicoccus sp. Soil748","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_25652_1","MER0239787_S01A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_26080_2","MER0236641_S09A","WP_091667190.1 S9 family peptidase ","Massilia sp. PDC64","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_26293_1","MER0117120_S41A","WP_114772696.1 S41 family peptidase ","Microvirga subterranea","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_26552_1","MER1015132_S14","WP_036352726.1 ATP-dependent Clp protease proteolytic subunit ","Microvirga sp. BSC39","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_27098_1","MER0366161_S01A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_2718_1","MER0333520_M03A","XP_020201465.1 probable cytosolic oligopeptidase A ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","M"
"H1_Rhizo_26_FD_scaffold_27282_1","MER0927490_M16A","XP_020191285.1 zinc protease PQQL-like isoform X1 ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","M"
"H1_Rhizo_26_FD_scaffold_27297_1","MER0390342_M16B","PYR91000.1 peptidase M16 ","Acidobacteria bacterium","Acidobacteria","","M"
"H1_Rhizo_26_FD_scaffold_27463_1","MER0295629_M01","WP_034215271.1 M1 family peptidase ","Actinoplanes subtropicus","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_27538_1","MER0062937_S08A","XP_635374.1 cysteine protease ","Dictyostelium discoideum AX4","Evosea","Eumycetozoa","S"
"H1_Rhizo_26_FD_scaffold_27562_1","MER0182193_S08A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_27834_1","MER0301637_S01E","AZS88157.1 trypsin-like serine protease ","Streptomyces griseoviridis","Actinobacteria","Actinobacteria","S"
"H1_Rhizo_26_FD_scaffold_2812_1","MER0057016_S08A","XP_020148969.1 subtilisin-like protease SBT3.9 ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","S"
"H1_Rhizo_26_FD_scaffold_28280_1","MER0739743_C82A","WP_051062303.1 murein L,D-transpeptidase ","Ilumatobacter nonamiensis","Actinobacteria","Acidimicrobiia","C"
"H1_Rhizo_26_FD_scaffold_28531_2","MER0461723_C82B","SDJ07794.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ","Bradyrhizobium ottawaense","Proteobacteria","Alphaproteobacteria","C"
"H1_Rhizo_26_FD_scaffold_2868_4","MER0426820_A24A","PYQ96847.1 prepilin peptidase ","Acidobacteria bacterium","Acidobacteria","","A"
"H1_Rhizo_26_FD_scaffold_2897_1","MER0497521_M06","WP_052386584.1 peptidase M6 immune inhibitor A ","Dactylosporangium aurantiacum","","","M"
"H1_Rhizo_26_FD_scaffold_29491_1","MER0027537_M48X","OLB79435.1 peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_2966_1","MER0497521_M06","WP_083661273.1 peptidase M6 immune inhibitor A ","Actinophytocola xanthii","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_29811_1","MER0145364_S26A","WP_040042315.1 signal peptidase I ","Noviherbaspirillum autotrophicum","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_30080_1","MER0144707_S11","WP_015933075.1 serine-type D-Ala-D-Ala carboxypeptidase ","Methylobacterium nodulans","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_30418_1","MER0187825_M04","WP_081219523.1 peptidase M4 ","Streptomyces sp. M41(2017)","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_3515_1","MER0211350_S01C","ALI36470.1 Putative serine protease HhoA precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H1_Rhizo_26_FD_scaffold_3670_2","MER0300812_M41","WP_009550421.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Burkholderiales bacterium JOSHI_001","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_3674_1","MER0222593_M06","WP_111768526.1 M6 family metalloprotease domain-containing protein ","Nakamurella sp. 12Sc4-1","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_3771_1","MER0406120_S01C","XP_015627239.1 protease Do-like 9 ","Oryza sativa Japonica Group","Streptophyta","Magnoliopsida","S"
"H1_Rhizo_26_FD_scaffold_3848_1","MER0134204_C82A","SDS33617.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ","Bradyrhizobium canariense","Proteobacteria","Alphaproteobacteria","C"
"H1_Rhizo_26_FD_scaffold_4041_1","MER0387260_M23B","WP_090316904.1 M23 family metallopeptidase ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_4393_1","MER0983905_S11","WP_105375880.1 peptidase S11 ","Massilia phosphatilytica","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_4835_3","MER0361443_S16","WP_125653576.1 ATP-dependent protease LonB ","Paenibacillus baekrokdamisoli","Firmicutes","Bacilli","S"
"H1_Rhizo_26_FD_scaffold_4885_1","MER0051272_S41A","WP_009556101.1 periplasmic protease ","Oscillatoriales cyanobacterium JSC-12","Cyanobacteria","","S"
"H1_Rhizo_26_FD_scaffold_5307_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_5533_1","MER0035435_M06","WP_033360547.1 M6 family metalloprotease domain-containing protein ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_5772_2","MER0337755_S41A","WP_104356185.1 S41 family peptidase ","Schlegelella thermodepolymerans","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_5952_1","MER0062937_S08A","CUG86907.1 cysteine peptidase, putative ","Bodo saltans","Euglenozoa","Kinetoplastea","S"
"H1_Rhizo_26_FD_scaffold_6419_2","MER0040037_S01A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_6949_1","MER0114221_M17","KRX25171.1 putative aminopeptidase W07G4.4, partial ","Trichinella nelsoni","Nematoda","Enoplea","M"
"H1_Rhizo_26_FD_scaffold_7113_1","MER0497521_M06","WP_091063302.1 peptidase M6 immune inhibitor A ","Micromonospora humi","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_7326_2","MER0337211_S41A","WP_063707902.1 S41 family peptidase ","Bradyrhizobium sp. BR 10245","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_7390_1","MER0048837_S08A","WP_056447927.1 peptidase S8 ","Massilia sp. Root335","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_7583_1","MER0131754_C82A","WP_111765997.1 L,D-transpeptidase ","Nakamurella sp. 12Sc4-1","Actinobacteria","Actinobacteria","C"
"H1_Rhizo_26_FD_scaffold_7589_1","MER0968950_S08A","WP_120578756.1 peptidase S8/S53 subtilisin kexin sedolisin ","Corallococcus sp. CA041A","Proteobacteria","Deltaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_7633_1","MER0497632_M04","WP_033363699.1 peptidase M4 ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_7916_2","MER0320626_S51","WP_119042625.1 peptidase E ","Pelomonas sp. BT06","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_7929_2","MER0145364_S26A","WP_090316628.1 signal peptidase I ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_7932_1","MER0888975_M48C","WP_075792976.1 peptidase M48 ","Massilia putida","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_8101_2","MER0387260_M23B","WP_075794597.1 peptidase M23 ","Massilia putida","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_8130_1","MER0130779_C40","WP_116572571.1 M15 family peptidase ","Nocardioides sp. WSJ-1","Actinobacteria","Actinobacteria","C"
"H1_Rhizo_26_FD_scaffold_8168_1","MER0408245_S01C","OLB70704.1 serine protease ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_8216_2","MER0088776_M24A","SHN80325.1 methionyl aminopeptidase ","Geodermatophilus obscurus","Actinobacteria","Actinobacteria","M"
"H1_Rhizo_26_FD_scaffold_8271_1","MER0033462_M24B","XP_021347014.1 xaa-Pro dipeptidase-like ","Mizuhopecten yessoensis","Mollusca","Bivalvia","M"
"H1_Rhizo_26_FD_scaffold_8278_1","MER0222399_S08A","WP_033361240.1 serine protease ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","S"
"H1_Rhizo_26_FD_scaffold_8558_1","MER0283897_S01C","PYY18510.1 peptidase S1 ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Rhizo_26_FD_scaffold_8793_3","MER0139078_M16C","WP_090319447.1 peptidase M16 ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_9158_1","MER0817533_M03A","WP_090323823.1 M3 family peptidase ","Duganella sp. CF517","Proteobacteria","Betaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_9264_1","MER0935996_M79","WP_084721489.1 CPBP family intramembrane metalloprotease ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H1_Rhizo_26_FD_scaffold_9269_2","MER1056526_S41A","WP_108520580.1 S41 family peptidase ","Bradyrhizobium algeriense","Proteobacteria","Alphaproteobacteria","S"
"H1_Rhizo_26_FD_scaffold_9379_1","MER0376054_S28","XP_022808569.1 putative serine protease K12H4.7 ","Stylophora pistillata","Cnidaria","Anthozoa","S"
