transcript_id,MEROPS_id,pid_vs_MEROPS,eval_vs_MEROPS,bitscore_vs_MEROPS,NR_accession,pid_vs_NR,eval_vs_NR,bitscore_vs_NR,NR_besthit,NR_taxonomy
H1_Bulk_Litter_5_scaffold_4868_2,MER0337991_S41A,65.7,1.20E-164,578.2,OGA72060.1,87.2,5.90E-231,809.7,OGA72060.1 peptidase S41 ,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14
H1_Bulk_Litter_5_scaffold_494_4,MER0188174_M57,49.4,8.60E-56,215.7,SDE88471.1,55.6,1.50E-66,262.7,SDE88471.1 Dual-action HEIGH metallo-peptidase ,Myxococcus virescens
H1_Bulk_Litter_5_scaffold_4966_3,MER0188373_A08,39.5,2.50E-23,107.8,OQX68272.1,49.2,4.00E-56,228,OQX68272.1 signal peptidase II ,Sorangiineae bacterium NIC37A_2
H1_Bulk_Litter_5_scaffold_5043_1,MER0300812_M41,64.1,6.50E-227,785.4,WP_090825983.1,98.7,0,1179.5,WP_090825983.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Nitrosovibrio tenuis
H1_Bulk_Litter_5_scaffold_507_3,MER0003364_M18,41.2,9.60E-81,299.3,PJD96457.1,54.7,4.50E-129,471.1,PJD96457.1 M18 family aminopeptidase ,Parachlamydia sp.
H1_Bulk_Litter_5_scaffold_5123_3,MER0114285_A08,45.5,5.50E-30,129.4,PKN17837.1,53.3,3.10E-31,144.8,PKN17837.1 signal peptidase II ,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-22
H1_Bulk_Litter_5_scaffold_557_5,MER0317880_M17,37.8,1.30E-73,275.8,OJV08470.1,54.4,3.10E-145,525,OJV08470.1 aminopeptidase ,Chlamydiales bacterium 38-26
H1_Bulk_Litter_5_scaffold_56_2,MER0065347_M01,33.4,4.90E-132,470.7,OLD09287.1,60.2,6.70E-273,949.9,OLD09287.1 peptidase M1 ,Deltaproteobacteria bacterium 13_1_40CM_3_69_14
H1_Bulk_Litter_5_scaffold_5607_2,MER0049176_S14,33.6,8.70E-08,55.8,WP_042103554.1,70.7,2.90E-70,274.6,WP_042103554.1 ATP-dependent Clp protease proteolytic subunit ,Parachlamydiaceae bacterium HS-T3
H1_Bulk_Litter_5_scaffold_5651_2,MER0921117_M16C,28.5,3.10E-10,63.9,WP_042282647.1,62.1,9.30E-66,259.6,WP_042282647.1 metalloprotease ,Candidatus Protochlamydia sp. R18
H1_Bulk_Litter_5_scaffold_6046_1,MER0149400_M28F,69,1.60E-43,173.7,WP_114825431.1,74.1,1.40E-42,181.8,WP_114825431.1 M28 family peptidase ,Dyella sp. DHG54
H1_Bulk_Litter_5_scaffold_6095_4,MER0188174_M57,52.7,1.70E-61,234.6,WP_120205478.1,60.5,6.60E-72,280.4,WP_120205478.1 protease ,Corallococcus sp. H22C18031201
H1_Bulk_Litter_5_scaffold_6119_1,MER0958038_S01D,30.8,8.00E-28,124,WP_120601687.1,27.1,1.30E-20,111.3,WP_120601687.1 trypsin-like serine protease ,Corallococcus sp. CA043D
H1_Bulk_Litter_5_scaffold_6351_1,MER0497521_M06,64.2,8.80E-240,828.2,WP_052386584.1,80.4,1.70E-302,1047.7,WP_052386584.1 peptidase M6 immune inhibitor A ,Dactylosporangium aurantiacum
H1_Bulk_Litter_5_scaffold_641_3,MER0348838_M48B,30,3.20E-22,104.4,OJV07664.1,65.8,4.90E-106,394,OJV07664.1 zinc metalloprotease HtpX ,Chlamydiales bacterium 38-26
H1_Bulk_Litter_5_scaffold_6449_2,MER0959465_S01A,33,5.50E-29,127.5,AKU93709.1,40.5,3.00E-41,179.5,AKU93709.1 Trypsin-like serine protease ,Labilithrix luteola
H1_Bulk_Litter_5_scaffold_645_4,MER0211345_S01C,50.4,3.40E-127,453.8,OJV10906.1,50.2,4.80E-124,454.5,OJV10906.1 serine peptidase ,Chlamydiales bacterium 38-26
H1_Bulk_Litter_5_scaffold_6486_2,MER0249542_S66,39.1,3.00E-52,204.1,RLE21929.1,52.8,1.20E-83,319.7,RLE21929.1 LD-carboxypeptidase ,Acidobacteria bacterium
H1_Bulk_Litter_5_scaffold_6499_1,MER0389902_S53,34.4,3.70E-61,234.6,WP_091802308.1,52.7,4.50E-142,514.6,WP_091802308.1 peptidase S53 ,Burkholderia sp. WP9
H1_Bulk_Litter_5_scaffold_6674_1,MER0086457_S08A,47.6,2.00E-102,371.7,WP_108074865.1,56,9.90E-100,374,WP_108074865.1 S8 family peptidase ,Vitiosangium sp. GDMCC 1.1324
H1_Bulk_Litter_5_scaffold_6692_1,MER0300812_M41,61.1,4.20E-210,729.6,WP_119743166.1,81.5,4.70E-289,1003,WP_119743166.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Herbaspirillum sp. K2R10-39
H1_Bulk_Litter_5_scaffold_672_1,MER0050417_S41A,33.2,4.00E-80,297.7,WP_041018571.1,34.6,1.10E-91,347.4,"WP_041018571.1 protease-like activity factor CPAF, partial ",Criblamydia sequanensis
H1_Bulk_Litter_5_scaffold_6950_1,MER0088776_M24A,37.4,1.00E-48,192.2,PZN22401.1,74.8,1.50E-114,422.2,PZN22401.1 type I methionyl aminopeptidase ,Proteobacteria bacterium
H1_Bulk_Litter_5_scaffold_7102_1,MER0367418_M41,67.9,3.80E-232,802.7,WP_044431154.1,98.2,0,1170.6,WP_044431154.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Skermanella aerolata
H1_Bulk_Litter_5_scaffold_7311_1,MER0091734_S26A,30.8,6.20E-19,94,PZN17339.1,65.9,5.70E-140,507.3,PZN17339.1 signal peptidase I ,Proteobacteria bacterium
H1_Bulk_Litter_5_scaffold_7555_2,MER0426703_A24A,30.6,2.20E-08,57.8,ODU64107.1,61.1,7.20E-50,206.8,ODU64107.1 peptidase A24 ,Leifsonia sp. SCN 70-46
H1_Bulk_Litter_5_scaffold_777_2,MER0221047_P01,47.1,6.90E-88,322.8,KFE70793.1,62.9,1.90E-128,468.8,KFE70793.1 D-aminopeptidase ,Hyalangium minutum
H1_Bulk_Litter_5_scaffold_782_1,MER1066213_S49C,44.8,5.80E-35,146,OJV08627.1,43.6,2.60E-33,151.8,OJV08627.1 serine protease ,Chlamydiales bacterium 38-26
H1_Bulk_Litter_5_scaffold_782_2,MER0166297_S49C,31.5,5.00E-07,52.8,WP_068466346.1,51.1,2.90E-29,137.9,WP_068466346.1 serine protease ,Parachlamydia sp. C2
H1_Bulk_Litter_5_scaffold_782_5,MER0142081_M15D,36.7,1.40E-32,138.3,RLD13159.1,41.5,2.50E-35,158.7,RLD13159.1 D-alanyl-D-alanine dipeptidase ,candidate division KSB1 bacterium
H1_Bulk_Litter_5_scaffold_8056_1,MER0243638_S08A,55,4.00E-146,516.9,WP_084557964.1,64.9,1.40E-181,646,WP_084557964.1 peptidase S8 ,Hamadaea tsunoensis
H1_Bulk_Litter_5_scaffold_82_1,MER0134428_M23B,56.9,1.10E-16,85.5,RME21732.1,34.2,5.30E-19,104.4,RME21732.1 M23 family metallopeptidase ,Deltaproteobacteria bacterium
H1_Bulk_Litter_5_scaffold_8353_1,MER0498038_S08A,37,4.50E-70,264.2,AIE84349.1,60.5,4.00E-170,607.8,AIE84349.1 alkaline serine protease ,Fimbriimonas ginsengisoli Gsoil 348
H1_Bulk_Litter_5_scaffold_8994_2,MER0252070_S33,27.9,2.20E-19,95.1,PCI95943.1,48.6,2.50E-90,342,PCI95943.1 prolyl aminopeptidase ,Candidatus Aerophobetes bacterium
H1_Bulk_Litter_5_scaffold_8998_1,MER0129226_S08A,50.1,2.10E-83,308.5,ALI34875.1,56.8,5.70E-108,401.4,ALI34875.1 Alkaline protease precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_Litter_5_scaffold_9026_1,MER0314634_S53,28.4,4.40E-33,141.4,XP_004338605.1,44.7,4.20E-111,411.8,"XP_004338605.1 Tripeptidylpeptidase 1, putative ",Acanthamoeba castellanii str. Neff
H1_Bulk_Litter_5_scaffold_9053_1,MER0920624_M16B,37.5,8.40E-72,269.6,APR84885.1,48.1,1.60E-97,366.3,"APR84885.1 peptidase, M16 family protein ",Minicystis rosea
H1_Bulk_Litter_5_scaffold_9316_4,MER0426820_A24A,39.8,0.00047,43.1,PYQ96847.1,51.2,1.70E-28,135.6,PYQ96847.1 prepilin peptidase ,Acidobacteria bacterium
H1_Bulk_Litter_5_scaffold_9458_2,MER0742422_C82A,51.3,1.50E-77,288.1,WP_052830762.1,73,4.20E-118,434.1,"WP_052830762.1 L,D-transpeptidase ",Skermanella aerolata
H1_Bulk_Litter_5_scaffold_955_1,MER0954335_S01A,34.5,2.40E-08,58.5,WP_100713198.1,27,4.20E-11,79,WP_100713198.1 trypsin-like serine protease ,Leptospira perolatii
H1_Bulk_Litter_5_scaffold_9679_1,MER0407851_S01C,50.1,1.30E-90,332.4,ALI36470.1,56.9,3.10E-159,571.6,ALI36470.1 Putative serine protease HhoA precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_Litter_5_scaffold_9737_1,MER0065488_S09C,27.5,1.60E-33,142.5,ALI34418.1,58.3,3.30E-154,554.7,ALI34418.1 Prolyl tripeptidyl peptidase precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_Litter_5_scaffold_9992_3,MER0243443_S08A,42.3,5.60E-17,85.9,WP_015793886.1,63.8,1.40E-55,225.3,WP_015793886.1 peptidase S8/S53 subtilisin kexin sedolisin ,Catenulispora acidiphila
H1_Bulk_Litter_6_scaffold_10039_1,MER0173678_S08A,43.6,4.10E-67,253.8,RIB04917.1,76.6,3.80E-164,587.4,RIB04917.1 serine protease 1 ,Gigaspora rosea
H1_Bulk_Litter_6_scaffold_10228_2,MER0065989_S08X,35.6,1.10E-35,149.8,WP_059435859.1,33,2.20E-39,173.3,WP_059435859.1 peptidase ,Anaeromyxobacter sp. PSR-1
H1_Bulk_Litter_6_scaffold_10312_3,MER0133351_M14X,26.2,8.40E-07,52,WP_100844750.1,89.6,3.90E-63,250.4,WP_100844750.1 peptidase M14 ,Flavobacterium sp. 5
H1_Bulk_Litter_6_scaffold_11182_1,MER0116227_C82A,82,8.00E-158,555.1,PBC93069.1,87.9,4.00E-168,600.5,PBC93069.1 lipoprotein-anchoring transpeptidase ErfK/SrfK ,Streptomyces sp. Ag82_O1-15
H1_Bulk_Litter_6_scaffold_11272_1,MER0337173_S41A,89.2,1.10E-198,691,WP_114772696.1,88.6,1.60E-197,698.4,WP_114772696.1 S41 family peptidase ,Microvirga subterranea
H1_Bulk_Litter_6_scaffold_11306_1,MER0111486_S54,37.8,9.60E-32,136.3,WP_013919288.1,56.4,1.20E-117,433,WP_013919288.1 rhomboid family intramembrane serine protease ,Paenibacillus mucilaginosus
H1_Bulk_Litter_6_scaffold_11786_1,MER0314853_S53,66.2,3.10E-131,466.8,OLE27624.1,81,4.40E-144,520.8,OLE27624.1 protease ,Actinobacteria bacterium 13_1_20CM_3_71_11
H1_Bulk_Litter_6_scaffold_1194_2,MER0300815_M41,64.8,3.40E-220,763.1,WP_036234132.1,100,0,1226.1,WP_036234132.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Massilia sp. JS1662
H1_Bulk_Litter_6_scaffold_12135_1,MER0079481_S10,31.1,2.00E-51,201.8,XP_004336027.1,50,9.20E-124,453.4,"XP_004336027.1 serine carboxypeptidase (CBP1), putative ",Acanthamoeba castellanii str. Neff
H1_Bulk_Litter_6_scaffold_12176_1,MER0236315_S08A,41.1,9.00E-65,246.1,WP_073809167.1,42.5,1.60E-64,256.5,WP_073809167.1 S8 family peptidase ,Streptomyces sp. CB02261
H1_Bulk_Litter_6_scaffold_1247_4,MER0028558_M01,90.7,2.70E-165,579.7,WP_037744025.1,92.6,7.40E-166,592.8,WP_037744025.1 M1 family peptidase ,Streptomyces mirabilis
H1_Bulk_Litter_6_scaffold_12704_1,MER0428736_C01A,33.3,2.50E-15,81.6,PYJ90670.1,36.1,6.00E-44,188,PYJ90670.1 peptidase ,Verrucomicrobia bacterium
H1_Bulk_Litter_6_scaffold_13171_1,MER0325004_S08A,95.2,1.40E-181,634,WP_069763438.1,98.9,8.30E-188,666,WP_069763438.1 peptidase S8 ,Streptomyces sp. LUP47B
H1_Bulk_Litter_6_scaffold_13245_1,MER0065537_M48C,52.5,8.40E-79,292.7,PYS39933.1,53.3,5.20E-87,331.3,PYS39933.1 peptidase M48 ,Acidobacteria bacterium
H1_Bulk_Litter_6_scaffold_13663_1,MER0178978_M04,45.7,1.30E-54,212.2,WP_059918366.1,48.8,5.40E-72,281.2,WP_059918366.1 peptidase M4 family protein ,Burkholderia ubonensis
H1_Bulk_Litter_6_scaffold_13836_1,MER0349207_M48B,32.3,1.80E-20,98.6,PZN26980.1,61.3,3.90E-90,341.3,PZN26980.1 protease HtpX ,Proteobacteria bacterium
H1_Bulk_Litter_6_scaffold_14216_1,MER0503281_S49B,30.5,1.00E-20,99.8,GBF60027.1,100,4.00E-209,736.9,GBF60027.1 capsid assembly protease ,Trichophyton mentagrophytes
H1_Bulk_Litter_6_scaffold_1431_2,MER0979153_S08A,25.9,1.60E-09,63.5,WP_098262466.1,54.6,2.30E-256,894.8,WP_098262466.1 S8 family peptidase ,Bacillus sp. AFS006103
H1_Bulk_Litter_6_scaffold_14497_1,MER0220601_M04,63.7,9.80E-125,445.3,WP_084286248.1,65,1.00E-135,493,WP_084286248.1 peptidase M4 family protein ,Solirubrobacter soli
H1_Bulk_Litter_6_scaffold_14699_1,MER0309430_S08A,51.8,2.00E-79,294.7,WP_054052175.1,50.1,3.90E-81,311.6,WP_054052175.1 S8 family peptidase ,Alloactinosynnema sp. L-07
H1_Bulk_Litter_6_scaffold_15263_1,MER0001521_S08A,39.1,1.60E-39,162.2,WP_123174274.1,64.8,1.80E-137,498.8,WP_123174274.1 serine protease ,Methylocystis hirsuta
H1_Bulk_Litter_6_scaffold_15272_3,MER0935769_M79,34.3,0.00024,44.3,WP_043608410.1,65.3,9.60E-52,213,WP_043608410.1 CPBP family intramembrane metalloprotease ,Cellulomonas carbonis
H1_Bulk_Litter_6_scaffold_16012_2,MER0316158_S55,41.6,9.00E-41,165.6,AOV09187.1,73.4,5.40E-97,363.6,AOV09187.1 peptidase ,Lysinibacillus sphaericus
H1_Bulk_Litter_6_scaffold_16518_1,MER0231750_S08A,46.5,8.10E-65,246.1,ALI34875.1,51.4,9.70E-77,297,ALI34875.1 Alkaline protease precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_Litter_6_scaffold_16747_1,MER0742725_C82A,54.2,4.70E-94,343.2,PZN27114.1,56.9,4.50E-111,411,"PZN27114.1 L,D-transpeptidase ",Proteobacteria bacterium
H1_Bulk_Litter_6_scaffold_17055_1,MER0959465_S01A,32.8,2.80E-29,127.9,AKU93709.1,40.7,2.00E-41,179.5,AKU93709.1 Trypsin-like serine protease ,Labilithrix luteola
H1_Bulk_Litter_6_scaffold_17374_2,MER0145071_C01A,29.3,2.10E-18,91.7,KFO68574.1,47.7,2.40E-73,285.4,KFO68574.1 cysteine protease ,Smithella sp. SCADC
H1_Bulk_Litter_6_scaffold_17589_2,MER0741683_C82A,66.9,1.30E-82,304.7,WP_079605595.1,69.8,5.70E-92,347.1,"WP_079605595.1 L,D-transpeptidase ",Bradyrhizobium erythrophlei
H1_Bulk_Litter_6_scaffold_17875_1,MER0117120_S41A,79.6,1.70E-123,440.7,WP_046867686.1,82.5,2.90E-121,444.5,WP_046867686.1 S41 family peptidase ,Microvirga massiliensis
H1_Bulk_Litter_6_scaffold_18424_2,MER0964104_S01B,67.9,1.70E-71,267.7,PIS09899.1,76.7,9.30E-89,336.3,PIS09899.1 serine protease MucD ,Bdellovibrio sp. CG10_big_fil_rev_8_21_14_0_10_47_8
H1_Bulk_Litter_6_scaffold_18805_1,MER0823998_M06,33.4,2.10E-41,168.3,WP_088637195.1,44.2,1.80E-83,319.3,WP_088637195.1 M6 family metalloprotease domain-containing protein ,Fibrobacter sp. UWR2
H1_Bulk_Litter_6_scaffold_18876_1,MER0062973_S33,30.2,1.30E-06,52.8,XP_002908095.1,54.8,2.80E-105,391.7,"XP_002908095.1 serine protease family S33, putative ",Phytophthora infestans T30-4
H1_Bulk_Litter_6_scaffold_19012_1,MER0249680_C14B,37.8,7.20E-52,203,WP_116807510.1,68,5.10E-117,430.6,WP_116807510.1 peptidase C14 ,Steroidobacter cummioxidans
H1_Bulk_Litter_6_scaffold_19687_1,MER0040037_S01A,45.1,5.10E-44,176.8,WP_011555356.1,59.3,7.10E-97,363.6,WP_011555356.1 serine protease ,Myxococcus xanthus
H1_Bulk_Litter_6_scaffold_19926_1,MER0501105_C01A,34.6,2.20E-38,157.9,WP_014216539.1,89.8,9.40E-149,535.8,WP_014216539.1 peptidase C1 ,Niastella koreensis
H1_Bulk_Litter_6_scaffold_19984_1,MER0161994_S13,54.5,2.00E-60,231.5,KJY25179.1,52.9,1.00E-62,250.4,"KJY25179.1 D-Ala-D-Ala carboxypeptidase, partial ",Streptomyces sp. NRRL S-444
H1_Bulk_Litter_6_scaffold_20048_1,MER0216062_S01B,68.5,2.10E-123,440.7,WP_121251002.1,70.4,4.70E-129,470.7,WP_121251002.1 trypsin-like serine protease ,Nocardioides sp. SZ4R5S7
H1_Bulk_Litter_6_scaffold_2019_1,MER0336973_S41A,73,0,1075.1,WP_100843142.1,89.7,0,1316.6,WP_100843142.1 tail-specific protease ,Flavobacterium sp. 5
H1_Bulk_Litter_6_scaffold_21798_1,MER0374137_M42,25.5,3.80E-09,60.8,WP_027084694.1,85.1,5.90E-138,500,WP_027084694.1 M42 family peptidase ,Cohnella panacarvi
H1_Bulk_Litter_6_scaffold_2934_1,MER1017926_S14,31.6,5.30E-08,56.6,CDE59178.1,90.1,5.80E-90,340.1,CDE59178.1 aTP-dependent Clp protease proteolytic subunit ,Fusobacterium sp. CAG:439
H1_Bulk_Litter_6_scaffold_2975_2,MER0182299_S01C,40.3,4.50E-47,187.2,PYX76428.1,86.9,1.50E-125,459.1,PYX76428.1 peptidase S1 ,Acidobacteria bacterium
H1_Bulk_Litter_6_scaffold_3019_1,MER1015132_S14,33.7,2.20E-11,67.8,PIS10896.1,87.6,4.40E-95,357.1,PIS10896.1 ATP-dependent Clp protease proteolytic subunit ,Bdellovibrio sp. CG10_big_fil_rev_8_21_14_0_10_47_8
H1_Bulk_Litter_6_scaffold_3146_3,MER0249927_A08,38.9,3.30E-19,93.6,WP_027088369.1,91.6,1.50E-86,328.6,WP_027088369.1 signal peptidase II ,Cohnella panacarvi
H1_Bulk_Litter_6_scaffold_3197_2,MER1014656_S49C,38.4,2.30E-06,50.8,WP_011958359.1,88.2,6.40E-76,293.1,WP_011958359.1 ATP-dependent Clp protease proteolytic subunit ,Roseiflexus sp. RS-1
H1_Bulk_Litter_6_scaffold_3221_1,MER0099641_S01C,57.9,6.40E-97,352.8,PZN27763.1,66.8,8.50E-132,479.9,PZN27763.1 protease ,Proteobacteria bacterium
H1_Bulk_Litter_6_scaffold_3352_1,MER0089232_S01C,47.4,6.60E-81,300.1,WP_027085573.1,83.8,2.80E-231,810.8,WP_027085573.1 trypsin-like serine protease ,Cohnella panacarvi
H1_Bulk_Litter_6_scaffold_3473_1,MER0942178_S10,52.8,1.70E-157,554.7,WP_087642552.1,64.2,2.20E-200,708.4,WP_087642552.1 peptidase S1 ,Caballeronia choica
H1_Bulk_Litter_6_scaffold_3594_1,MER0100619_M41,66.6,8.90E-240,828.2,WP_109074586.1,99.8,0,1265.4,WP_109074586.1 MULTISPECIES: ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Azospirillum
H1_Bulk_Litter_6_scaffold_3848_1,MER0000325_S08A,40.1,5.80E-73,273.9,BAF62454.1,79.7,1.10E-242,849,BAF62454.1 subtilisin-like serine protease ,Acremonium sp. F11177
H1_Bulk_Litter_6_scaffold_3915_1,MER0000325_S08A,39.7,3.70E-74,277.7,ACM42424.1,98.1,2.40E-297,1030.4,ACM42424.1 subtilisin serine protease ,Chaetomium globosum
H1_Bulk_Litter_6_scaffold_4176_2,MER0198218_S01C,51.6,7.20E-59,226.1,WP_109156599.1,98.3,1.90E-155,558.1,WP_109156599.1 MULTISPECIES: trypsin-like serine protease ,Azospirillum
H1_Bulk_Litter_6_scaffold_4269_1,MER0222684_M04,66.1,2.40E-196,683.7,WP_033363699.1,76.6,8.10E-232,812.8,WP_033363699.1 peptidase M4 ,Dactylosporangium aurantiacum
H1_Bulk_Litter_6_scaffold_4333_1,MER0198536_M02,44.9,5.30E-137,486.9,RPI18197.1,58.7,8.20E-189,670.2,RPI18197.1 peptidase ,Acidobacteriales bacterium
H1_Bulk_Litter_6_scaffold_4380_2,MER0235743_M01,37.1,2.50E-70,265,WP_120629073.1,44.6,4.50E-115,424.9,WP_120629073.1 peptidase M1 ,Corallococcus sp. CA040B
H1_Bulk_Litter_6_scaffold_4529_2,MER0407851_S01C,50.1,2.00E-91,335.1,ALI36470.1,57.6,5.70E-166,594,ALI36470.1 Putative serine protease HhoA precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_Litter_6_scaffold_4729_2,MER0075130_S26B,47.6,1.80E-40,164.5,WP_089503985.1,61.2,4.30E-61,244.2,WP_089503985.1 MULTISPECIES: signal peptidase I ,Nocardioides
H1_Bulk_Litter_6_scaffold_4806_1,MER0800841_M20F,26.3,7.60E-32,137.1,PYP83357.1,55.4,1.80E-145,525.8,PYP83357.1 peptidase ,Blastocatellia bacterium AA13
H1_Bulk_Litter_6_scaffold_4915_2,MER0133974_S01B,33.7,4.70E-06,50.4,WP_063356286.1,30.9,5.50E-21,111.3,WP_063356286.1 serine protease ,Pseudoalteromonas luteoviolacea
H1_Bulk_Litter_6_scaffold_4927_1,MER0995277_S09A,79.1,4.50E-183,639,WP_100842989.1,91.3,1.20E-202,715.3,WP_100842989.1 S9 family peptidase ,Flavobacterium sp. 5
H1_Bulk_Litter_6_scaffold_4996_4,MER0250613_S54,32.1,1.10E-13,74.7,ALI37739.1,71.3,5.10E-46,193.4,ALI37739.1 Rhomboid protease GluP ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_Litter_6_scaffold_5109_1,MER0946048_S10,56.5,1.80E-164,577.8,PCE24765.1,69.4,1.20E-219,772.3,PCE24765.1 peptidase S1 ,Pseudomonas mesoacidophila
H1_Bulk_Litter_6_scaffold_5216_1,MER0487053_S01A,50.7,1.30E-146,518.5,WP_018813560.1,53.9,2.00E-153,552.4,WP_018813560.1 trypsin-like serine protease ,Salinispora pacifica
H1_Bulk_Litter_6_scaffold_5338_1,MER0131543_S08A,56.1,1.70E-149,528.1,WP_034593468.1,94.6,1.20E-278,968.4,WP_034593468.1 serine protease ,Hamadaea tsunoensis
H1_Bulk_Litter_6_scaffold_5468_1,MER0092020_M20D,36.6,1.40E-46,185.3,WP_113018239.1,79,3.10E-126,461.1,WP_113018239.1 M20 family peptidase ,Paenibacillus sp. YN15
H1_Bulk_Litter_6_scaffold_5742_1,MER0984347_S08A,39.3,3.10E-92,337.8,WP_114797225.1,47.6,5.20E-122,448,WP_114797225.1 peptidase S8 and S53 subtilisin kexin sedolisin ,Gaiella occulta
H1_Bulk_Litter_6_scaffold_585_3,MER0088776_M24A,40.2,4.50E-49,193.4,PZN22401.1,76,9.10E-109,402.9,PZN22401.1 type I methionyl aminopeptidase ,Proteobacteria bacterium
H1_Bulk_Litter_6_scaffold_604_1,MER0324940_S08A,73.7,0,1525,WP_037720094.1,77.4,0,1612.4,WP_037720094.1 peptidase S8 ,Streptomyces mirabilis
H1_Bulk_Litter_6_scaffold_6098_1,MER0243638_S08A,53.9,1.80E-153,541.2,WP_084557964.1,65.6,7.10E-193,683.3,WP_084557964.1 peptidase S8 ,Hamadaea tsunoensis
H1_Bulk_Litter_6_scaffold_6148_1,MER0938575_M79,32.5,3.10E-09,60.5,WP_100431187.1,87.7,9.70E-86,325.9,WP_100431187.1 CPBP family intramembrane metalloprotease ,Flavobacterium sp. 1
H1_Bulk_Litter_6_scaffold_6262_1,MER0335080_M01,33.7,8.00E-61,233.4,ALI37409.1,51.1,1.00E-114,423.7,ALI37409.1 Aminopeptidase N ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_Litter_6_scaffold_6512_1,MER0428449_C01A,90.4,2.70E-218,756.1,WP_124747363.1,91.7,3.10E-217,763.8,WP_124747363.1 aminopeptidase ,Glaciecola sp. THG-3.7
H1_Bulk_Litter_6_scaffold_6929_1,MER0993274_S09A,48.1,8.20E-97,352.4,WP_046571262.1,71,2.00E-149,538.5,WP_046571262.1 S9 family peptidase ,Micromonospora sp. HK10
H1_Bulk_Litter_6_scaffold_7168_2,MER0325578_U32,45.8,1.30E-101,368.6,WP_027088145.1,94.5,8.00E-232,812.4,WP_027088145.1 U32 family peptidase ,Cohnella panacarvi
H1_Bulk_Litter_6_scaffold_8116_1,MER0407412_S01C,53.5,3.40E-119,427.2,OLB72848.1,73.3,9.50E-165,589.7,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Bulk_Litter_6_scaffold_8210_1,MER0307081_S41A,78.3,9.90E-198,688,WP_115693009.1,83.4,1.30E-208,735.3,WP_115693009.1 S41 family peptidase ,Pseudolabrys taiwanensis
H1_Bulk_Litter_6_scaffold_9041_1,MER0125579_S55,68.9,2.40E-158,557,WP_035120067.1,92.4,3.90E-212,746.9,WP_035120067.1 SpoIVB peptidase ,Cohnella panacarvi
H1_Bulk_Litter_6_scaffold_9329_2,MER0348838_M48B,43.8,1.10E-59,228.8,WP_121033325.1,86.8,2.60E-133,484.6,WP_121033325.1 zinc metalloprotease HtpX ,Terracoccus luteus
H1_Bulk_Litter_6_scaffold_9565_1,MER0317734_M82,32.7,3.30E-19,94,WP_027084986.1,92.5,2.00E-115,424.9,WP_027084986.1 PrsW family intramembrane metalloprotease ,Cohnella panacarvi
H1_Bulk_Litter_6_scaffold_9713_2,MER0249542_S66,41.3,2.80E-43,174.1,RLE21929.1,52.5,6.20E-70,273.9,RLE21929.1 LD-carboxypeptidase ,Acidobacteria bacterium
H1_Bulk_Litter_6_scaffold_9833_1,MER0990425_S08A,80.1,1.80E-177,620.5,WP_099504789.1,86.1,6.10E-189,669.8,WP_099504789.1 MULTISPECIES: S8 family peptidase ,Streptomyces
H1_Bulk_Litter_6_scaffold_9867_1,MER1057074_S41A,43.6,4.40E-102,370.2,WP_014221233.1,92.5,6.00E-235,822.8,WP_014221233.1 peptidase S41 ,Niastella koreensis
H1_Rhizo_25_scaffold_10036_1,MER0283071_M15D,44.6,7.60E-12,67.8,WP_056126206.1,92.8,1.90E-29,137.5,WP_056126206.1 MULTISPECIES: D-alanyl-D-alanine dipeptidase ,Massilia
H1_Rhizo_25_scaffold_101754_1,MER0311852_M13,64.7,4.40E-76,282.7,WP_056445162.1,91.2,3.40E-103,384,WP_056445162.1 M13 family peptidase ,Massilia sp. Root335
H1_Rhizo_25_scaffold_10424_1,MER0082815_M16B,63.5,6.40E-160,562.4,OLB74791.1,81.3,8.60E-208,732.6,OLB74791.1 peptidase M16 ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Rhizo_25_scaffold_10583_3,MER0126565_S26A,34,7.60E-24,109.4,BBH20896.1,81.1,1.50E-102,382.1,BBH20896.1 signal peptidase I ,Paenibacillus baekrokdamisoli
H1_Rhizo_25_scaffold_106_2,MER0016036_S49B,33.2,1.30E-30,132.5,WP_119737779.1,72,6.80E-136,493.4,WP_119737779.1 S49 family peptidase ,Herbaspirillum sp. K2R10-39
